year,months_code,day,hour,country,sex,age,activity,species,type,injury,fatal_(y/n)
2015.0,12.0,13.0,10.0,Australia,,,fishing,white shark,Boating,no injury,NO
2015.0,12.0,11.0,,Bahamas,M,26.0,fishing,bull shark,Provoked,injury,NO
2015.0,12.0,8.0,11.0,South Africa,F,22.0,swimming,,Provoked,injury,NO
2015.0,11.0,20.0,10.0,Ecuador,M,55.0,diving,galapagos shark,Provoked,injury,NO
2015.0,11.0,16.0,19.0,United States of America,M,,surf,,Provoked,injury,NO
2015.0,11.0,15.0,11.0,United States of America,F,,swimming,,Provoked,injury,NO
2015.0,11.0,15.0,,United States of America,M,28.0,surf,spinner shark,Provoked,injury,NO
2015.0,11.0,10.0,18.0,Australia,M,20.0,surf,bull shark,Provoked,injury,NO
2015.0,11.0,7.0,11.0,United States of America,F,9.0,surf,,,injury,
2015.0,11.0,3.0,11.0,United States of America,M,54.0,swimming,,Provoked,injury,NO
2015.0,11.0,1.0,14.0,United States of America,F,28.0,wading,,Provoked,injury,NO
2015.0,11.0,1.0,4.0,Mozambique,M,19.0,fishing,,Provoked,injury,NO
2015.0,10.0,30.0,,Australia,M,50.0,fishing,,Provoked,injury,NO
2015.0,10.0,28.0,14.0,United States of America,M,10.0,surf,,Provoked,injury,NO
2015.0,10.0,25.0,15.0,South Africa,M,42.0,surf,white shark,Provoked,injury,NO
2015.0,10.0,21.0,14.0,United States of America,M,21.0,surf,,Provoked,injury,NO
2015.0,10.0,19.0,13.0,United States of America,M,21.0,surf,spinner shark,Provoked,injury,NO
2015.0,10.0,17.0,,Mozambique,F,35.0,fishing,,Provoked,fatal,YES
2015.0,10.0,17.0,19.0,United States of America,M,32.0,surf,,,injury,
2015.0,10.0,17.0,11.0,United States of America,M,44.0,swimming,tiger shark,Provoked,injury,NO
2015.0,10.0,13.0,11.0,United States of America,M,,fishing,hammerhead shark,Boating,no injury,NO
2015.0,10.0,9.0,16.0,United States of America,F,9.0,surf,,Provoked,injury,NO
2015.0,10.0,9.0,10.0,United States of America,M,25.0,surf,tiger shark,Provoked,injury,NO
2015.0,10.0,8.0,,Mozambique,M,,fishing,,Provoked,injury,NO
2015.0,10.0,7.0,16.0,Australia,M,18.0,surf,,Provoked,injury,NO
2015.0,10.0,5.0,13.0,United States of America,M,22.0,surf,,Provoked,injury,NO
2015.0,10.0,5.0,10.0,United States of America,M,13.0,wading,,Provoked,injury,NO
2015.0,10.0,4.0,8.0,United States of America,M,14.0,surf,blacktip reef shark,Provoked,injury,NO
2015.0,9.0,29.0,16.0,United States of America,M,22.0,surf,blacktip reef shark,Provoked,injury,NO
2015.0,9.0,26.0,13.0,Australia,F,7.0,diving,,Provoked,injury,NO
2015.0,9.0,24.0,10.0,United States of America,M,,fishing,white shark,Boating,no injury,NO
2015.0,9.0,20.0,16.0,United States of America,M,14.0,surf,,Provoked,injury,NO
2015.0,9.0,20.0,15.0,United States of America,M,27.0,fishing,tiger shark,Provoked,injury,NO
2015.0,9.0,20.0,12.0,United States of America,M,12.0,wading,,Provoked,injury,NO
2015.0,9.0,20.0,7.0,United States of America,M,16.0,,,Provoked,injury,NO
2015.0,9.0,19.0,,United States of America,M,,fishing,hammerhead shark,Boating,no injury,NO
2015.0,9.0,18.0,19.0,United States of America,M,,swimming,,Provoked,injury,NO
2015.0,9.0,17.0,15.0,United States of America,M,20.0,surf,,Provoked,injury,NO
2015.0,9.0,8.0,6.0,Australia,M,42.0,surf,,Provoked,injury,NO
2015.0,9.0,6.0,17.0,United States of America,F,50.0,boating,white shark,Provoked,no injury,NO
2015.0,9.0,5.0,14.0,United States of America,M,29.0,fishing,hammerhead shark,Provoked,injury,NO
2015.0,9.0,4.0,11.0,Australia,M,62.0,surf,white shark,Provoked,injury,NO
2015.0,9.0,3.0,16.0,United States of America,M,,,,Provoked,injury,NO
2015.0,9.0,1.0,8.0,Thailand,F,37.0,wading,,Provoked,injury,NO
2015.0,9.0,,,Fiji,M,,fishing,tiger shark,Provoked,injury,NO
2015.0,8.0,29.0,10.0,United States of America,F,54.0,surf,white shark,Provoked,no injury,NO
2015.0,8.0,29.0,10.0,United States of America,M,21.0,surf,white shark,Provoked,no injury,NO
2015.0,8.0,22.0,19.0,United States of America,M,,,,,injury,
2015.0,8.0,22.0,17.0,Australia,M,38.0,surf,,Provoked,injury,NO
2015.0,8.0,20.0,12.0,United States of America,M,15.0,surf,,Provoked,injury,NO
2015.0,8.0,19.0,15.0,United States of America,F,10.0,wading,,Provoked,injury,NO
2015.0,8.0,18.0,7.0,United States of America,M,22.0,fishing,white shark,Boating,no injury,NO
2015.0,8.0,18.0,11.0,Spain,M,10.0,swimming,,,injury,
2015.0,8.0,10.0,8.0,United States of America,M,57.0,fishing,hammerhead shark,Provoked,injury,NO
2015.0,7.0,31.0,6.0,Australia,M,52.0,surf,white shark,Provoked,injury,NO
2015.0,7.0,28.0,,Costa Rica,M,47.0,surf,,Provoked,injury,NO
2015.0,7.0,27.0,,Australia,M,40.0,surf,,,injury,
2015.0,7.0,26.0,19.0,United States of America,M,25.0,surf,blacktip reef shark,Provoked,injury,NO
2015.0,7.0,26.0,10.0,United States of America,F,35.0,bathing,,,injury,
2015.0,7.0,25.0,10.0,Australia,M,46.0,diving,white shark,Provoked,fatal,YES
2015.0,7.0,23.0,,United States of America,M,31.0,fishing,mako shark,Provoked,no injury,NO
2015.0,7.0,23.0,,Australia,M,40.0,surf,bronze whaler shark,Provoked,injury,NO
2015.0,7.0,22.0,,Reunion,M,45.0,surf,bull shark,Provoked,injury,NO
2015.0,7.0,19.0,,South Africa,M,34.0,surf,white shark,Provoked,no injury,NO
2015.0,7.0,10.0,8.0,United States of America,M,38.0,surf,white shark,Provoked,no injury,NO
2015.0,7.0,8.0,,United States of America,M,39.0,wading,,,injury,
2015.0,7.0,6.0,,French Polynesia,M,,swimming,,,injury,
2015.0,7.0,4.0,,Bahamas,F,23.0,fishing,,Provoked,injury,NO
2015.0,7.0,4.0,23.0,United States of America,M,32.0,,,Provoked,injury,NO
2015.0,7.0,3.0,9.0,Australia,M,52.0,surf,white shark,Provoked,no injury,NO
2015.0,7.0,2.0,9.0,Australia,M,32.0,surf,white shark,Provoked,injury,NO
2015.0,7.0,1.0,12.0,United States of America,M,68.0,swimming,,Provoked,injury,NO
2015.0,6.0,30.0,,Australia,M,,surf,,Provoked,injury,NO
2015.0,6.0,30.0,18.0,United States of America,M,12.0,bathing,,Provoked,injury,NO
2015.0,6.0,27.0,16.0,United States of America,M,18.0,swimming,bull shark,Provoked,injury,NO
2015.0,6.0,27.0,14.0,South Africa,M,19.0,surf,white shark,Provoked,injury,NO
2015.0,6.0,26.0,19.0,United States of America,F,,swimming,,,injury,
2015.0,6.0,26.0,16.0,South Africa,M,23.0,surf,white shark,Provoked,injury,NO
2015.0,6.0,26.0,11.0,United States of America,M,43.0,standing,,Provoked,injury,NO
2015.0,6.0,25.0,,Australia,M,19.0,swimming,wobbegong shark,Provoked,injury,NO
2015.0,6.0,25.0,11.0,United States of America,M,47.0,surf,,Provoked,injury,NO
2015.0,6.0,24.0,12.0,United States of America,M,6.0,swimming,bull shark,Provoked,injury,NO
2015.0,6.0,24.0,9.0,Australia,F,37.0,surf,white shark,,injury,NO
2015.0,6.0,23.0,,United States of America,M,9.0,standing,,Provoked,injury,NO
2015.0,6.0,19.0,9.0,Puerto Rico,M,36.0,fishing,,Provoked,injury,NO
2015.0,6.0,17.0,13.0,United States of America,M,10.0,swimming,,Provoked,injury,NO
2015.0,6.0,14.0,17.0,United States of America,M,16.0,wading,bull shark,Provoked,injury,NO
2015.0,6.0,14.0,16.0,United States of America,F,12.0,wading,bull shark,Provoked,injury,NO
2015.0,6.0,13.0,,United States of America,F,,,mako shark,Provoked,injury,NO
2015.0,6.0,11.0,12.0,United States of America,F,13.0,surf,,Provoked,injury,NO
2015.0,6.0,7.0,10.0,United States of America,M,11.0,bathing,bull shark,Provoked,injury,NO
2015.0,6.0,5.0,,United States of America,F,17.0,,nurse shark,Provoked,injury,NO
2015.0,6.0,1.0,15.0,Reunion,M,47.0,surf,bull shark,Provoked,injury,NO
2015.0,5.0,29.0,15.0,United States of America,F,14.0,standing,,Provoked,injury,NO
2015.0,5.0,29.0,13.0,United States of America,F,19.0,wading,,Provoked,injury,NO
2015.0,5.0,25.0,8.0,French Polynesia,M,19.0,fishing,,Provoked,injury,NO
2015.0,5.0,24.0,,United States of America,F,13.0,swimming,,Provoked,injury,NO
2015.0,5.0,20.0,10.0,United States of America,M,18.0,surf,,Provoked,injury,NO
2015.0,5.0,15.0,14.0,United States of America,M,30.0,,,Provoked,injury,NO
2015.0,5.0,9.0,,New Caledonia,M,50.0,diving,bull shark,Provoked,fatal,YES
2015.0,5.0,7.0,15.0,United States of America,M,,swimming,,Provoked,injury,NO
2015.0,5.0,3.0,15.0,Australia,M,,surf,white shark,Provoked,injury,NO
2015.0,5.0,2.0,13.0,South Africa,M,29.0,diving,white shark,Provoked,injury,NO
2015.0,4.0,29.0,9.0,United States of America,F,65.0,diving,,Provoked,fatal,YES
2015.0,4.0,26.0,16.0,United States of America,M,63.0,wading,,Provoked,injury,NO
2015.0,4.0,25.0,9.0,Australia,M,26.0,surf,white shark,Provoked,injury,NO
2015.0,6.0,24.0,11.0,Australia,M,71.0,surf,white shark,Provoked,no injury,NO
2015.0,4.0,13.0,,United States of America,M,48.0,,blue shark,Provoked,injury,NO
2015.0,4.0,12.0,9.0,Reunion,M,13.0,surf,bull shark,Provoked,fatal,YES
2015.0,4.0,11.0,7.0,Australia,M,,boating,,Provoked,injury,NO
2015.0,4.0,3.0,12.0,United States of America,M,70.0,fishing,bull shark,Provoked,injury,NO
2015.0,3.0,29.0,,Italy,M,43.0,diving,,,fatal,
2015.0,3.0,31.0,11.0,Brazil,M,23.0,surf,,,injury,
2015.0,3.0,26.0,,South Africa,M,36.0,fishing,white shark,Boating,no injury,NO
2015.0,3.0,21.0,,Egypt,M,52.0,swimming,mako shark,Provoked,fatal,YES
2015.0,3.0,18.0,11.0,United States of America,M,58.0,diving,tiger shark,Provoked,injury,NO
2015.0,3.0,16.0,10.0,French Polynesia,M,9.0,,blacktip reef shark,Provoked,injury,NO
2015.0,3.0,11.0,12.0,Australia,M,,fishing,,Boating,injury,NO
2015.0,3.0,10.0,10.0,Mexico,M,36.0,fishing,,Provoked,injury,NO
2015.0,3.0,7.0,,French Polynesia,M,1.0,,blacktip reef shark,Provoked,injury,NO
2015.0,2.0,15.0,,,,,boating,white shark,Boating,no injury,NO
2015.0,2.0,14.0,18.0,Reunion,F,22.0,swimming,tiger shark,Provoked,fatal,YES
2015.0,2.0,9.0,10.0,Australia,M,41.0,surf,,Provoked,fatal,YES
2015.0,2.0,8.0,6.0,Australia,M,35.0,surf,,Provoked,injury,NO
2015.0,2.0,5.0,,Australia,M,,surf,,Provoked,injury,NO
2015.0,1.0,30.0,5.0,Australia,M,57.0,boating,bull shark,Boating,no injury,NO
2015.0,1.0,27.0,3.0,United States of America,M,20.0,fishing,,Provoked,injury,NO
2015.0,1.0,24.0,,Australia,M,,surf,,Provoked,no injury,NO
2015.0,1.0,23.0,19.0,South Africa,M,24.0,bathing,,Provoked,injury,NO
2015.0,1.0,19.0,,United States of America,M,,fishing,white shark,Boating,no injury,NO
2015.0,1.0,19.0,,Australia,F,,surf,,,injury,
2015.0,1.0,17.0,13.0,Australia,M,,fishing,,Boating,no injury,NO
2015.0,1.0,16.0,,Australia,M,17.0,,,Provoked,injury,NO
2015.0,1.0,8.0,20.0,United States of America,M,38.0,swimming,,,injury,
2015.0,1.0,6.0,16.0,Bahamas,F,34.0,diving,whitetip reef shark,Provoked,injury,NO
2015.0,1.0,3.0,8.0,South Africa,M,15.0,surf,raggedtooth shark,Provoked,injury,NO
2015.0,1.0,1.0,14.0,United States of America,M,12.0,,,Provoked,injury,NO
2014.0,12.0,29.0,9.0,Australia,,,surf,,Provoked,injury,NO
2014.0,12.0,29.0,8.0,Australia,M,17.0,fishing,white shark,Provoked,fatal,YES
2014.0,12.0,28.0,,Greece,,,,,Sea disaster,injury,NO
2014.0,12.0,28.0,8.0,South Africa,,,swimming,,,injury,
2014.0,12.0,28.0,11.0,United States of America,M,50.0,surf,white shark,Provoked,injury,NO
2014.0,12.0,28.0,8.0,Australia,M,40.0,fishing,,Provoked,injury,NO
2014.0,12.0,23.0,,Japan,M,,diving,goblin shark,Provoked,no injury,NO
2014.0,12.0,15.0,11.0,Australia,M,17.0,fishing,tiger shark,Provoked,fatal,YES
2014.0,12.0,3.0,7.0,Spain,M,,fishing,,Provoked,injury,NO
2014.0,11.0,29.0,6.0,Australia,M,13.0,surf,,Provoked,injury,NO
2014.0,11.0,20.0,,Mauritius,M,39.0,fishing,,Provoked,fatal,YES
2014.0,11.0,19.0,,Australia,M,,fishing,white shark,Boating,no injury,NO
2014.0,11.0,17.0,,United States of America,,,,white shark,Boating,no injury,NO
2014.0,11.0,16.0,13.0,United States of America,M,44.0,surf,,Provoked,injury,NO
2014.0,11.0,13.0,13.0,United States of America,M,53.0,diving,,Provoked,injury,NO
2014.0,11.0,10.0,6.0,Australia,M,,surf,,Provoked,injury,NO
2014.0,11.0,8.0,16.0,United States of America,M,18.0,surf,,Provoked,injury,NO
2014.0,10.0,31.0,11.0,United States of America,F,34.0,surf,tiger shark,Provoked,injury,NO
2014.0,10.0,29.0,18.0,Australia,M,20.0,surf,,Provoked,injury,NO
2014.0,10.0,22.0,10.0,United States of America,F,,boating,tiger shark,Provoked,no injury,NO
2014.0,10.0,20.0,8.0,United States of America,M,,boating,,Provoked,no injury,NO
2014.0,10.0,19.0,,United States of America,F,,boating,,Boating,no injury,NO
2014.0,10.0,18.0,11.0,United States of America,M,,surf,,Provoked,no injury,NO
2014.0,10.0,17.0,6.0,Australia,F,13.0,surf,,Provoked,injury,NO
2014.0,10.0,14.0,,United States of America,F,7.0,standing,bull shark,Provoked,injury,NO
2014.0,10.0,12.0,15.0,United States of America,F,,surf,,Provoked,injury,NO
2014.0,10.0,11.0,17.0,Australia,M,,boating,,Boating,no injury,NO
2014.0,10.0,5.0,11.0,United States of America,M,29.0,surf,blacktip reef shark,Provoked,injury,NO
2014.0,10.0,7.0,13.0,United States of America,F,40.0,fishing,,Provoked,injury,NO
2014.0,10.0,5.0,11.0,United States of America,M,15.0,surf,blacktip reef shark,Provoked,injury,NO
2014.0,10.0,3.0,14.0,United States of America,M,,boating,white shark,Boating,no injury,NO
2014.0,10.0,3.0,11.0,United States of America,M,,boating,white shark,Boating,no injury,NO
2014.0,10.0,2.0,17.0,United States of America,M,28.0,surf,,Provoked,injury,NO
2014.0,10.0,2.0,11.0,Australia,M,23.0,surf,white shark,Provoked,injury,NO
2014.0,9.0,21.0,11.0,United States of America,M,,surf,,Provoked,injury,NO
2014.0,9.0,12.0,,French Polynesia,F,36.0,,blacktip reef shark,Provoked,injury,NO
2014.0,9.0,13.0,18.0,United States of America,M,,surf,,,injury,
2014.0,9.0,9.0,10.0,Australia,M,50.0,swimming,,Provoked,fatal,YES
2014.0,9.0,6.0,13.0,United States of America,M,43.0,fishing,bull shark,Provoked,injury,NO
2014.0,9.0,3.0,18.0,United States of America,F,20.0,boating,white shark,Boating,no injury,NO
2014.0,9.0,2.0,20.0,United States of America,M,52.0,fishing,,Provoked,injury,NO
2014.0,9.0,,,Spain,M,16.0,bathing,,Provoked,injury,NO
2014.0,8.0,31.0,16.0,United States of America,F,13.0,surf,spinner shark,Provoked,injury,NO
2014.0,8.0,29.0,,United States of America,M,17.0,surf,blacktip reef shark,Provoked,injury,NO
2014.0,8.0,29.0,16.0,United States of America,,,,,,injury,
2014.0,8.0,28.0,,United States of America,M,33.0,fishing,,Provoked,injury,NO
2014.0,8.0,27.0,,Spain,F,30.0,swimming,,Provoked,injury,NO
2014.0,8.0,27.0,,United States of America,M,29.0,surf,,Provoked,injury,NO
2014.0,8.0,27.0,15.0,United States of America,F,,standing,,Provoked,injury,NO
2014.0,8.0,25.0,,United States of America,M,,fishing,bull shark,Provoked,injury,NO
2014.0,8.0,24.0,,United States of America,,,boating,,Provoked,injury,NO
2014.0,8.0,16.0,,Australia,M,31.0,fishing,,Provoked,injury,NO
2014.0,8.0,12.0,11.0,United States of America,M,,standing,bull shark,Provoked,injury,NO
2014.0,8.0,10.0,,United States of America,M,26.0,,,Provoked,injury,NO
2014.0,8.0,9.0,,Bahamas,M,,fishing,bull shark,Provoked,injury,NO
2014.0,8.0,9.0,13.0,United States of America,F,10.0,swimming,,Provoked,injury,NO
2014.0,8.0,8.0,19.0,United States of America,M,7.0,swimming,bull shark,Provoked,injury,NO
2014.0,8.0,6.0,14.0,United States of America,M,10.0,surf,,Provoked,injury,NO
2014.0,8.0,5.0,,United States of America,F,45.0,swimming,,Provoked,injury,NO
2014.0,8.0,2.0,,United States of America,M,50.0,surf,,Provoked,injury,NO
2014.0,8.0,2.0,13.0,United States of America,M,8.0,surf,,Provoked,injury,NO
2014.0,8.0,1.0,14.0,South Africa,M,20.0,surf,white shark,Provoked,injury,NO
2014.0,8.0,,,,M,,sea disaster,,,injury,
2014.0,7.0,27.0,,United States of America,M,,swimming,tiger shark,Provoked,injury,NO
2014.0,7.0,22.0,15.0,Reunion,M,51.0,surf,,Provoked,injury,NO
2014.0,7.0,21.0,18.0,United States of America,M,8.0,standing,,Provoked,injury,NO
2014.0,7.0,20.0,,Spain,,,wading,angel shark,Provoked,injury,NO
2014.0,7.0,16.0,17.0,United States of America,M,61.0,swimming,,Provoked,injury,NO
2014.0,7.0,14.0,14.0,United States of America,M,39.0,swimming,,Provoked,injury,NO
2014.0,7.0,13.0,22.0,Bahamas,M,63.0,diving,,,injury,
2014.0,7.0,12.0,,United States of America,M,,surf,,Provoked,injury,NO
2014.0,7.0,9.0,14.0,United States of America,M,14.0,surf,,Provoked,injury,NO
2014.0,7.0,5.0,9.0,United States of America,M,,swimming,white shark,Provoked,injury,NO
2014.0,7.0,5.0,7.0,United States of America,M,,surf,,Provoked,no injury,NO
2014.0,7.0,3.0,18.0,United States of America,M,19.0,surf,,Provoked,injury,NO
2014.0,6.0,27.0,,,M,48.0,boating,whitetip reef shark,Boating,injury,NO
2014.0,6.0,25.0,13.0,Bahamas,M,42.0,fishing,caribbean reef shark,Provoked,no injury,NO
2014.0,6.0,18.0,17.0,Australia,M,,surf,,Provoked,no injury,NO
2014.0,6.0,18.0,17.0,Australia,M,15.0,surf,,Provoked,injury,NO
2014.0,6.0,17.0,,Australia,M,,,lemon shark,Provoked,injury,NO
2014.0,6.0,9.0,,Brazil,M,43.0,fishing,,Provoked,injury,NO
2014.0,6.0,9.0,17.0,United States of America,M,16.0,standing,sandbar shark,Provoked,injury,NO
2014.0,6.0,9.0,9.0,Australia,M,39.0,surf,bronze whaler shark,Provoked,injury,NO
2014.0,6.0,8.0,16.0,Japan,M,43.0,surf,,Provoked,injury,NO
2014.0,6.0,7.0,18.0,United States of America,F,14.0,,,Provoked,injury,NO
2014.0,6.0,1.0,13.0,United States of America,F,22.0,swimming,bull shark,Provoked,injury,NO
2014.0,6.0,1.0,11.0,Australia,M,,surf,,Provoked,injury,NO
2014.0,6.0,1.0,,United States of America,F,37.0,,blacktip reef shark,Provoked,injury,NO
2014.0,5.0,24.0,,Australia,F,29.0,boating,bull shark,Provoked,injury,NO
2014.0,5.0,23.0,11.0,France,M,,diving,,Provoked,injury,NO
2014.0,5.0,22.0,,Australia,M,10.0,,nurse shark,Provoked,injury,NO
2014.0,5.0,15.0,11.0,United States of America,F,38.0,surf,,Provoked,injury,NO
2014.0,5.0,14.0,9.0,Australia,M,35.0,surf,white shark,Provoked,no injury,NO
2014.0,5.0,13.0,11.0,United States of America,F,44.0,wading,,Provoked,injury,NO
2014.0,5.0,11.0,,United States of America,M,12.0,surf,,Provoked,injury,NO
2014.0,5.0,10.0,,United States of America,M,,diving,,,no injury,
2014.0,5.0,6.0,15.0,United States of America,F,40.0,swimming,,Provoked,injury,NO
2014.0,5.0,4.0,,South Africa,,,diving,,Provoked,injury,NO
2014.0,5.0,1.0,15.0,United States of America,M,23.0,surf,,Provoked,injury,NO
2014.0,4.0,24.0,,Australia,M,,fishing,,Provoked,injury,NO
2014.0,4.0,22.0,15.0,United States of America,M,42.0,swimming,,Provoked,injury,NO
2014.0,4.0,15.0,9.0,United States of America,M,25.0,wading,,Provoked,injury,NO
2014.0,4.0,12.0,,South Africa,,,,white shark,Boating,no injury,NO
2014.0,4.0,12.0,12.0,South Africa,M,,fishing,raggedtooth shark,Provoked,injury,NO
2014.0,4.0,4.0,13.0,United States of America,M,,surf,,Provoked,injury,NO
2014.0,4.0,3.0,8.0,Australia,F,63.0,swimming,white shark,Provoked,fatal,YES
2014.0,3.0,29.0,13.0,Australia,M,38.0,diving,,,injury,
2014.0,3.0,22.0,15.0,South Africa,M,66.0,swimming,,Provoked,fatal,YES
2014.0,3.0,22.0,,United States of America,M,,surf,,Provoked,injury,NO
2014.0,3.0,21.0,,United States of America,M,9.0,surf,,Provoked,injury,NO
2014.0,3.0,18.0,17.0,New Caledonia,M,42.0,surf,,Provoked,injury,NO
2014.0,3.0,18.0,8.0,Australia,M,42.0,surf,,Provoked,injury,NO
2014.0,3.0,18.0,17.0,Australia,F,10.0,,,,injury,
2014.0,3.0,12.0,18.0,Australia,M,,swimming,wobbegong shark,Provoked,injury,NO
2014.0,3.0,13.0,,Cayman Islands,M,,diving,,,no injury,
2014.0,3.0,2.0,,United States of America,M,21.0,surf,blacktip reef shark,Provoked,injury,NO
2014.0,2.0,20.0,16.0,French Polynesia,M,21.0,surf,blacktip reef shark,Provoked,injury,NO
2014.0,2.0,17.0,21.0,Papua New Guinea,M,21.0,boating,,Boating,no injury,NO
2014.0,2.0,8.0,12.0,Australia,M,28.0,fishing,,Provoked,fatal,YES
2014.0,2.0,7.0,,,M,,fishing,,Provoked,injury,NO
2014.0,2.0,7.0,20.0,New Zealand,M,28.0,surf,,Provoked,injury,NO
2014.0,1.0,26.0,,Australia,M,,fishing,,Provoked,injury,NO
2014.0,1.0,25.0,,New Zealand,M,24.0,fishing,,Provoked,injury,NO
2014.0,1.0,4.0,,Japan,M,31.0,sea disaster,,Sea disaster,injury,NO
2014.0,,,,United States of America,M,,diving,whitetip reef shark,Provoked,injury,NO
2014.0,,,,New Zealand,,,,white shark,Boating,no injury,NO
2013.0,12.0,25.0,11.0,New Caledonia,M,37.0,diving,bull shark,Provoked,injury,NO
2013.0,12.0,16.0,8.0,South Africa,M,19.0,surf,white shark,Provoked,injury,NO
2013.0,12.0,13.0,,Kiribati,M,35.0,fishing,,Provoked,injury,NO
2013.0,12.0,11.0,8.0,United States of America,M,29.0,surf,tiger shark,Provoked,injury,NO
2013.0,12.0,10.0,14.0,United States of America,M,30.0,surf,,Provoked,injury,NO
2013.0,12.0,5.0,18.0,Australia,M,26.0,surf,wobbegong shark,Provoked,injury,NO
2013.0,12.0,2.0,9.0,United States of America,M,57.0,fishing,,Provoked,fatal,YES
2013.0,11.0,30.0,14.0,Australia,M,19.0,surf,tiger shark,Provoked,fatal,YES
2013.0,11.0,29.0,13.0,United States of America,F,58.0,diving,,Provoked,injury,NO
2013.0,11.0,23.0,9.0,Australia,M,35.0,surf,white shark,Provoked,fatal,YES
2013.0,11.0,22.0,10.0,United States of America,M,25.0,surf,white shark,Provoked,no injury,NO
2013.0,11.0,12.0,15.0,Australia,M,,surf,white shark,Provoked,no injury,NO
2013.0,11.0,10.0,11.0,Bahamas,M,77.0,fishing,,Provoked,injury,NO
2013.0,11.0,7.0,19.0,United States of America,M,16.0,surf,,Provoked,no injury,NO
2013.0,11.0,7.0,,United States of America,M,,surf,,Provoked,injury,NO
2013.0,10.0,31.0,15.0,United States of America,M,46.0,boating,tiger shark,Provoked,injury,NO
2013.0,10.0,28.0,14.0,Australia,F,60.0,diving,blacktip reef shark,Provoked,injury,NO
2013.0,10.0,26.0,16.0,Reunion,M,24.0,surf,bull shark,Provoked,injury,NO
2013.0,10.0,26.0,10.0,Australia,M,,diving,white shark,Provoked,no injury,NO
2013.0,10.0,24.0,18.0,Australia,M,41.0,surf,wobbegong shark,Provoked,injury,NO
2013.0,10.0,23.0,15.0,United States of America,M,45.0,diving,whitetip reef shark,Provoked,injury,NO
2013.0,10.0,20.0,11.0,United States of America,M,25.0,surf,tiger shark,Provoked,no injury,NO
2013.0,10.0,19.0,16.0,United States of America,M,6.0,wading,nurse shark,Provoked,injury,NO
